,FACILITY_ID,FACILITY_NAME,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,STREET_UNIT,PHONE,EXT,SECOND_PHONE,SECOND_EXT,ADDRESS_KEY,ADDRESS_ID,DAYS_OF_OPERATION,HMCD_CATEGORY,HOURS_OF_OPERATION,CROSS_REF,FACILITY_OWNER_ID,PROPERTY_OWNER_ID,EMPLOYEES,BUS_NAME,IS_LAND_TRUST,SITE_ADDRESS,ADDRESS2,CROSS_STREET,CITY,STATE,ZIP,CENSUS,DISTRICT,LOCATION,CITY_CODE,MADDRESS1,MADDRESS2,MCAREOF,MCITY,MSTATE,MZIP,UPDATE_ACCT_REC,ACCTREC_ADDR,APN,SIC_CODE,AID,KEY1,KEY2,COMMENT1,DATE1,COMMENT2,CODE_1,BUS_CODE,CODE_2,BUS_TYPE,CODE_3,NOB,HMIRRP_DATE,WATER,PROCESS_EMITTENTS,STACK,GAS_EMISSIONS,PROGRAM,HAZMAT,PERMIT,EMISSION_FACTORS,CDS,SOURCE_TEST_DATA,CROP,WATER_WELL_PERMIT,COMPLAIN,SERVICE_REQUEST,ONSITE,SEPTIC,JURISDICTION,DATE_CERTIFIED,OWNER_SWITCH_DATE,SIGNATURE_OF_OWNER,ENTERED_DATE,ENTERED_BY,UPDATE_DATE,UPDATE_BY,MCOUNTRY_CODE,UDF_LATITUDE_OLD,UDF_LONGITUDE_OLD,LAST_TOUCHED,owner_id,code,city_name,status,ADDITION,BLOCK,LOT,SPLIT,FAX,EMAIL,NOTIFICATION_STATUS,PERMIT_STATUS_FACILITY,PERMIT_STATUS_INTERIM,PERMIT_STATUS_STANDARD,PERMIT_STATUS_VARIANCE,PERMIT_STATUS_CONSENT,CERT_NAME,CERT_TITLE,CERT_DATE,HYPHEN_FRACTION,POST_DIRECTIONAL,STREET_UNIT_TYPE,TEMP_FACILITY_ID,BFS_LAST_TOUCHED,IS_SHORT_REVIEW_PERIOD,REQUEST_REASON,IS_ALL_ONE_UNIT,IS_ALL_PLOT_PLAN,IS_PBRCA_CLOSURE_FINANCIAL,IS_PBRCA_SELF_CERTIFIED,IS_PBRCA_OTHER,IS_PBRCA_PRIOR_HISTORY,IS_PBR_TANK,IS_PBR_NOTIFY_AGENCY,IS_PBR_NOTIFY_OWNER,CONTRIBUTOR,CROSS_REF2,GIS_LATITUDE,GIS_LONGITUDE,GIS_ELEVATION,IS_NON_SMOKING,CONSOLIDATE_NRT,FAX_EXT,NAICS_CODE,SWIS_NUMBER,COUNTRY_CODE,OID,CERS_ID,CUPA_FACILITY_ID,IS_TEAM_CANDIDATE,SITE_ADDRESS_SUPPLEMENTAL,HORIZONTAL_ACCURACY_MEASURE,HORIZONTAL_COLLECTION_METHOD,GEOGRAPHIC_REFERENCE_POINT,HORIZONTAL_REFERENCE_DATUM,ORGANIZATION_CODE,ORGANIZATION_NAME,DATA_COLLECTION_DATE,FACILITY_STATUS,UDF_RESULTCODE,UDF_MATCHCODE,UDF_LOCATIONCO,GEOCODESTATE,UDF_WELL_PWSID
572,FA0000584,Do not use - Duplicate New America School,9125.0,E,7th,Pl,905,3033209854.0,,,,   9125E7thBldgPl905Denver,11499,,,,,OW0000703,,,,N,9125 E 7th Pl Bldg 905,"9125 E 7th Place , Bldg 905",,Denver,CO,80230,63,1.0,,,9125 E 7th Place,Bldg 905,,Denver,CO,80230,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033638065.0,SMader@newamericaschool.org,,,,,,,,,,,,Bldg,,,,,,,,,,,,,,,,39.7271111593,-104.8775705968,,,,,,,,CBBE45C7-798B-48A9-BE4E-AEAC1E961FA2,,,N,,,,,,,,,Inactive,,,,,
573,FA0000585,North Middle School ,12095.0,,Montview,Blvd,,3033647623.0,,,,  12095MontviewBlvdAurora,9371,,,,,OW0000703,,,,N,12095 Montview Blvd ,,,Aurora,CO,80010,30,1.0,,,12095 Montview Blvd,,,Aurora,CO,80010,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.747478,-104.847122,,,,,,,,9C6E5CF4-A5CC-4F6C-9EE6-E6C6953FAD70,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
574,FA0000586,Paris Elementary,875.0,,Peoria,St,,3033411702.0,,,,    875PeoriaStAurora,9368,,,,,OW0000703,,,,N,875 Peoria St ,875 N Peoria,,Aurora,CO,80011,63,3.0,,,875 N Peoria,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7297225171,-104.8472360577,,,,,,,,D8A2F878-9D49-460C-82FB-AE95737961CA,,,N,,,,,,,,,Inactive,,,,,
575,FA0000587,Do not use - Duplicate Park Lane Elementary,13001.0,E,30th,Ave,,3033438313.0,,,,  13001E30thAveAurora,11460,,,,,OW0000703,,,,N,13001 E 30th Ave ,13001 E 30th Avenue ,,Aurora,CO,80011,63,3.0,,,13001 E 30th Avenue,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7574584615,-104.834915548,,,,,,,,0F49A1CA-1DD0-4C2D-8C89-3C936129E7B2,,,N,,,,,,,,,Inactive,,,,,
576,FA0000588,Rangeview High School ,17599.0,E,Iliff,Ave,,3036956848.0,,,,  17599EIliffAveAurora,9359,,,,,OW0000703,,,,N,17599 E Iliff Ave ,17599 E Iliff Avenue ,,Aurora,CO,80013,25,3.0,,,17599 E Iliff Avenue,,,Aurora,CO,80013,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.674049,-104.780525,,,,,,,,5F6E309F-7CC7-47A4-AFDB-69604B1A459C,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
577,FA0000589,Sable Elementary,2601.0,,Sable,Blvd,,3033403140.0,,,,   2601SableBlvdAurora,9367,,,,,OW0000703,,,,N,2601 Sable Blvd ,,,Aurora,CO,80011,63,1.0,,,2601 Sable Blvd,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7538136001,-104.8194531201,,,,,,,,07CE53F9-568D-4F66-8080-C1BAEC49FE45,,,N,,,,,,,,,Inactive,,,,,
578,FA0000590,Do not use - Duplicate Sixth Avenue Elementary,560.0,,Vaughn,St,,3033666019.0,,,,    560VaughnStAurora,7310,,,,,OW0000703,,,,N,560 Vaughn St ,,,Aurora,CO,80011,63,3.0,,,560 Vaughn St,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7247384527,-104.8311481261,,,,,,,,1B0EDF2E-4180-4677-B818-29A5ADECAB19,,,N,,,,,,,,,Inactive,,,,,
579,FA0000591,South Middle School ,12310.0,,Parkview,,,,,,,  12310ParkviewAurora,4360,,,,,OW0000703,,,,N,12310 Parkview ,,,Aurora,,,63,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.38624500000003,2.8534555810000484,,,,,,,,B2903A75-8EAF-4F27-B3D7-FF8E7CCAAB04,,,N,,,,,,,,,Inactive,,,,,
580,FA0000592,Tollgate Elementary,701.0,S,Kalispell,Way,,3036960944.0,,,,    701SKalispellWayAurora,4785,,,,,OW0000703,,,,N,701 S Kalispell Way ,,,Aurora,CO,80017,25,3.0,,,701 S Kalispell Way,,,Aurora,CO,80017,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,1.0,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261221.0,almoore@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.702477,-104.801323,,,,,,,,B4344F07-445D-4C9C-957C-103B468D53F5,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
581,FA0000593,Vassar Elementary,18101.0,E,Vassar,Pl,,3037523772.0,,,,  18101EVassarPlAurora,7301,,,,,OW0000703,,,,N,18101 E Vassar Pl ,18101 E Vassar Place,,Aurora,CO,80013,26,3.0,,,18101 E Vassar Place,,,Aurora,CO,80013,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.668381,-104.778084,,,,,,,,91AB3302-35BC-4D49-9340-91AE4390F5B5,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
582,FA0000594,Vaughn Elementary,1155.0,,Vaughn,St,,3033668430.0,,,,   1155VaughnStAurora,9365,,,,,OW0000703,,,,N,1155 Vaughn St ,,,Aurora,CO,80011,30,3.0,,,1155 Vaughn St,,,Aurora,CO,80011,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.734543,-104.836159,,,,,,,,3C2007BC-0EB4-4118-B50E-7D9E2879AF20,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
583,FA0000595,Virginia Court Elementary,395.0,,Troy,,,,,,,    395TroyAurora,65,,,,,OW0000703,,,,N,395 Troy ,,,Aurora,,,63,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.757070000000056,-88.31605999999994,,,,,,,,67E7EF8C-935A-48F9-AA68-9F8F766A060E,,,N,,,,,,,,,Inactive,,,,,
584,FA0000596,Vista Peak 9 thru 12/ Preparatory,24551.0,E,1st,Pl,,3033400859.0,,,,  24551E1stPlAurora,11560,,,,,OW0000703,,,,N,24551 E 1st Pl ,24551 E 1st Avenue ,,Aurora,CO,80018,63,3.0,,,24551 E 1st Avenue,,,Aurora,CO,80018,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7184897878,-104.6999068556,,,,,,,,75FBF744-0A16-4E19-81E3-C2F01517DC19,,,N,,,,,,,,,Inactive,,,,,
585,FA0000597,Vista Peak P-8 Exploratory,24551.0,,1st,,,,,,,  245511stAurora,11562,,,,,OW0000703,,,,N,24551 1st ,,,Aurora,,,63,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.367972800000075,-79.25728079999999,,,,,,,,38E73393-F907-4992-A8AC-E87724E1C609,,,N,,,,,,,,,Inactive,,,,,
586,FA0000598,Aurora West College Preparatory Academy,10100.0,E,13th,Ave,,3033441600.0,,,,  10100E13thAveAurora,11487,,,,,OW0000703,,,,N,10100 E 13th Ave ,10100 E 13th Avenue ,,Aurora,CO,80010,30,3.0,,,10100 E 13th Avenue,,,Aurora,CO,80010,,,,,,,,,,,12.0,,12.0,,16,,,,,,,1.0,,,,,,,,2.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.736401,-104.870514,,,,,,,,8D9D1A14-BBA4-4A0D-96BA-BCAE1DFD834E,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
587,FA0000599,Wheeling Elementary,472.0,S,Wheeling,St,,3033448670.0,,,,    472SWheelingStAurora,4783,,,,,OW0000703,,,,N,472 S Wheeling St ,,,Aurora,CO,80012,28,3.0,,,472 S Wheeling St,,,Aurora,CO,80012,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.703903,-104.834061,,,,,,,,F3DF3DE1-BA3D-48DD-AF93-B882488AE1AE,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
588,FA0000600,Yale Elementary,16001.0,E,Yale,Ave,,3037517470.0,,,,  16001EYaleAveAurora,4782,,,,,OW0000703,,,,N,16001 E Yale Ave ,16001 E Yale Avenue ,,Aurora,CO,80013,26,3.0,,,16001 E Yale Avenue,,,Aurora,CO,80013,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.667606,-104.804024,,,,,,,,106D7F58-3AC1-4DF8-9674-1D11D35AB9CC,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
589,FA0000601,Kids Tech 2,400.0,,Airport,Blvd,,3033673140.0,,,,    400AirportBlvdAurora,7509,,,,,OW0000706,,,,N,400 Airport Blvd ,,,Aurora,CO,80011,25,3.0,,,400 Airport Blvd,,,Aurora,CO,80011,,M,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,1.0,,,,6.0,,2015-05-08 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,nmmillward@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.722042,-104.791,,,,,,,,89312D52-48EF-44D8-A1CB-E2112A83C480,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
590,FA0000602,Kids Tech,500.0,,Airport,Blvd,,3033262046.0,,,,    500AirportBlvdAurora,9393,,,,,OW0000706,,,,N,500 Airport Blvd ,,,Aurora,CO,80011,25,3.0,,,500 Airport Blvd,,,Aurora,CO,80011,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261277.0,nmmillward@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.723648,-104.791,,,,,,,,E466A2B2-C665-4590-9B84-3D27DADCBDDA,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
591,FA0000603,New America School,9125.0,E,7th,Pl,905,3033209854.0,,,,   9125E7thBldgPl905Denver,11499,,,,,OW0000708,,,,N,9125 E 7th Pl Bldg 905,"9125 E 7th Place, Bldg 905",,Denver,CO,80230,30,3.0,,,9125 E 7th Place,Bldg 905,,Denver,CO,80230,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033638083.0,nsantos@newamericaschool.org,,,,,,,,,,,,Bldg,,,,,,,,,,,,,,,,39.726917,-104.87793,,,,,,,,5DD6A90B-4BB4-430D-97E3-434309038FAE,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
592,FA0000604,Do not use - Duplicate Altura Elementary Preschool,1650.0,,Altura,Blvd,,3033403500.0,,,,   1650AlturaBlvdAurora,9386,,,,,OW0000717,,,,N,1650 Altura Blvd ,,,Aurora,CO,80011,24,3.0,,,1650 Altura Blvd,,,Aurora,CO,80011,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261215.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.742901,-104.814667,,,,,,,,10D6EF9F-8EAA-4B4D-AA45-8AE09E5E5EEE,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
593,FA0000605,Do not use Duplicate - Arkansas Elementary Preschool,17301.0,E,Arkansas,Ave,,3037550323.0,,,,  17301EArkansasAveAurora,7309,,,,,OW0000717,,,,N,17301 E Arkansas Ave ,17301 E Arkansas Avenue ,,Aurora,CO,80017,25,3.0,,,17301 E Arkansas Avenue,,,Aurora,CO,80017,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261205.0,lrchamberlain@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.691891,-104.786667,,,,,,,,3373F702-A52A-49DE-B432-4245066A2E65,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
594,FA0000606,Do not use - Duplicate Century Elementary Preschool,2500.0,S,Granby,Way,,3033649371.0,,,,   2500SGranbyWayAurora,7307,,,745-215,,OW0000717,,,,N,2500 S Granby Way ,,,Aurora,CO,80014,29,3.0,,,2500 S Granby Way,,,Aurora,CO,80014,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261215.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.672009,-104.810791,,,,,,,,11EAAD00-EAA2-4B4F-A93A-603D5963BFB4,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
595,FA0000607,Child Development Center,1420.0,,Laredo,St,,3033630484.0,,,,   1420LaredoStAurora,9391,,,,,OW0000717,,,,N,1420 Laredo St ,,,Aurora,CO,80011,24,3.0,,,1420 Laredo St,,,Aurora,CO,80011,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261215.0,sdtucciarone@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.738495,-104.80056,,,,,,,,45CA1B67-90D7-41FD-8F3A-F5A9C2BD79B0,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
596,FA0000608,Do not use - Duplicate Clyde Miller Elementary Preschool,1701.0,,Espana,St,,3033649371.0,,,,   1701EspanaStAurora,7306,,,,,OW0000717,,,,N,1701 Espana St ,,,Aurora,CO,80011,24,1.0,,,1701 Espana St,,,Aurora,CO,80011,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261972.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.745682,-104.756813,,,,,,,,83533DE9-7DD8-4774-8A9D-BE249C866989,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
597,FA0000609,Do not use - Duplicate Crawford Elementary Preschool,1600.0,,Florence,St,,3033403290.0,,,,   1600FlorenceStAurora,9381,,,,,OW0000717,,,,N,1600 Florence St ,,,Aurora,CO,80010,30,3.0,,,1600 Florence St,,,Aurora,CO,80010,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.742016,-104.871674,,,,,,,,C5A44D8A-A106-4191-BC08-89A92FF3AC9A,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
598,FA0000610,Do not use Duplicate - Dalton Elementary Preschool,17401.0,E,Dartmouth,Ave,,3036937561.0,,,,  17401EDartmouthAveAurora,7300,,,,,OW0000717,,,,N,17401 E Dartmouth Ave ,17401 E Dartmouth,,Aurora,CO,80013,26,3.0,,,17401 E Dartmouth,,,Aurora,CO,80013,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261211.0,cphowell@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.659496,-104.786781,,,,,,,,F027EA88-40DC-448C-9480-0518EC927051,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
599,FA0000611,Dartmouth Elementary Preschool,3050.0,S,Laredo,St,,,,,,   3050SLaredoStAurora,9380,,,,,OW0000717,,,,N,3050 S Laredo St ,,,Aurora,CO,80014,26,3.0,,,3050 S Laredo St,,,Aurora,CO,80014,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261215.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6618,-104.799522,,,,,,,,02261617-8BC7-4933-BF81-FBD42BF553D8,,,N,,,,,,,,,Active,S5HPNTSC-A,S90,AS0,,
600,FA0000612,Fulton Elementary Preschool,755.0,,Fulton,St,,3033648078.0,,,,    755FultonStAurora,9377,,,,,OW0000717,,,,N,755 Fulton St ,,,Aurora,CO,80010,30,3.0,,,755 Fulton St,,,Aurora,CO,80010,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261216.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.728046,-104.870682,,,,,,,,65AF4D6B-E05E-4728-AE7E-9A0A564CC9A9,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
601,FA0000613,Do not use Duplicate - Iowa Elementary Preschool,16701.0,E,Iowa,Ave,,3037513660.0,,,,  16701EIowaAveAurora,7303,,,,,OW0000717,,,,N,16701 E Iowa Ave ,16701 E Iowa Avenue ,,Aurora,CO,80017,25,3.0,,,16701 E Iowa Avenue,,,Aurora,CO,80017,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261972.0,mawinterbottom@aps.k12.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.687298,-104.794014,,,,,,,,307EFA23-41C6-42D7-B9FD-1EBE7AA46E91,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
602,FA0000614,Jamaica Child Development Center,800.0,,Jamaica,St,,3033648126.0,,,,    800JamaicaStAurora,9390,,,,,OW0000717,,,,N,800 Jamaica St ,,,Aurora,CO,80010,30,3.0,,,800 Jamaica St,,,Aurora,CO,80010,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.729073,-104.863083,,,,,,,,C47D2A7D-E0CA-44EB-99BB-95DE4C3BD4D1,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
603,FA0000615,Do not use Duplicate - Jewell Elementary Preschool,14601.0,E,Jewell,Ave,,3037518862.0,,,,  14601EJewellAveAurora,6892,,,,,OW0000717,,,,N,14601 E Jewell Ave ,14601 E Jewell Avenue ,,Aurora,CO,80012,28,3.0,,,14601 E Jewell Avenue,,,Aurora,CO,80012,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3033261215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68214,-104.817711,,,,,,,,D2651DCD-DC87-469E-8C64-3614D4524BFB,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
